"item_id","item_name","item_description","item_type","item_price","remaining_stock"
987,"radio","Anyone well fire name.","Books",217.26,44
988,"hear","Federal thought begin special story wind.","Clothing",211.06,71
989,"husband","Change ago commercial interview form need.","Clothing",230.69,34
990,"between","Nature star her drive smile.","Clothing",264.73,96
991,"full","Office reduce past next.","Clothing",630.93,4
992,"choose","Every safe nor need.","Home Decor",995.24,74
993,"pretty","Assume baby almost factor generation forward.","Electronics",466.49,80
994,"training","Whether push measure plan story training author chair.","Home Decor",984.47,21
995,"girl","Also teacher seat.","Books",634.96,3
996,"such","Value something result campaign century window.","Electronics",438.47,33
997,"natural","May apply put month direction drug lead.","Home Decor",403.39,10
998,"we","Teacher allow city research after wind.","Clothing",935.89,92
999,"where","Challenge girl especially reveal religious.","Books",561.77,79
1000,"wrong","Thus scientist somebody wish travel we unit.","Books",820.23,41
